Platform,meta_score,meta_UserReview,Year,Genre,Publisher,Developer,vg_critic_score,vg_user_score,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Global_Sales
PC,65,8.3,2003.0,Shooter,Encore  ,Lost Toys  ,,,,,,,
PS2,65,8.3,2003.0,Action,LucasArts  ,The Collective  ,,,,,,,
XB,65,7.6,2001.0,Racing,Electronic Arts  ,Pseudo Interactive  ,5.7,,0.09,0.03,,0.0,0.12
XB,65,7.4,2001.0,Racing,Eidos Interactive  ,Crystal Dynamics  ,,,0.11,0.03,,0.01,0.15
PC,65,7.4,2001.0,Strategy,Activision  ,Mad Doc Software  ,,,,,,,
PC,65,7.8,2001.0,Adventure,Ubisoft  ,Xilam  ,,,,,,,
NS,65,7.2,2018.0,Action,Warner Bros. Interactive Entertainment  ,Traveller's Tales  ,6.5,,0.35,0.21,0.01,0.06,0.63
PC,65,6.2,,Action-Adventure,Unknown  ,Lince Works  ,,,,,,,
DS,65,tbd,2008.0,Adventure,Nintendo  ,Big Fish Games  ,7.4,,0.75,0.39,,0.12,1.27
XB,65,7.4,2003.0,Role-Playing,Bethesda Softworks  ,Akella  ,,,0.22,0.06,,0.01,0.29
NS,65,3.9,2020.0,Adventure,"Timberline Studio, Inc.  ","Timberline Studio, Inc.  ",,,,,,,
NS,65,6.4,2017.0,Action,Rising Star Games  ,Bitmap Bureau  ,,,,0.02,,0.0,0.02
PSV,65,7.3,2015.0,Adventure,Unknown  ,Unknown  ,,,,,,,
PC,65,7.4,2006.0,Adventure,Got Game Entertainment  ,Shadow Tor Studios  ,,,,0.0,,0.0,0.0
DS,65,7.2,2008.0,Simulation,Natsume  ,Marvelous Interactive  ,,,0.43,0.01,0.25,0.04,0.72
PC,65,3.1,2020.0,Role-Playing,Perfect World Entertainment  ,Echtra Games  ,,,,,,,
PC,65,tbd,2005.0,Strategy,Merscom LLC  ,Freedom Games  ,,,,,,,
PC,65,4.6,2011.0,Strategy,Kalypso  ,Kalypso Media  ,6.5,,0.07,0.02,,0.01,0.09
NS,65,5.5,2019.0,Sports,Digerati  ,Loren Lemcke  ,,,,,,,
XOne,65,7.2,,Fighting,Unknown  ,Angry Mob Games  ,,,,,,,
PSP,65,6.8,2005.0,Sports,Sony Computer Entertainment  ,Page 44 Studios  ,5.8,,0.13,,,0.01,0.14
3DS,65,7.5,2012.0,Action,Nintendo  ,Vanpool  ,,,,,,,
PSP,65,6.7,2009.0,Action,Tecmo Koei  ,Omega Force  ,6.4,,0.03,0.02,0.38,0.02,0.45
X360,65,5.8,2007.0,Action,Disney Interactive Studios  ,Avalanche Software  ,,,0.07,0.0,,0.01,0.08
Wii,65,7.5,2011.0,Sports,Sega  ,Sega-AM2  ,5.2,,0.05,0.08,,0.01,0.14
NS,65,7.1,2017.0,Action,Wired Productions  ,Nosebleed Interactive  ,,,,,,,
X360,65,5.3,2012.0,Misc,Capcom  ,Unknown  ,,,0.02,0.01,,0.0,0.02
Wii,65,7.0,2007.0,Simulation,Electronic Arts  ,Maxis  ,,,0.41,0.03,,0.04,0.47
X360,65,7.0,2008.0,Shooter,Activision  ,Treyarch  ,6.6,,0.82,0.51,0.01,0.14,1.48
XOne,65,7.0,2016.0,Simulation,Focus Home Interactive  ,Giants Software  ,,,0.19,0.11,,0.03,0.33
PC,65,6.5,2012.0,Misc,inXile Entertainment  ,Unknown  ,,,,,,,
PS2,65,tbd,2002.0,Sports,EA Sports  ,Pandemic Studios  ,,,0.43,0.33,,0.11,0.87
PC,65,6.9,2001.0,Shooter,Infogrames  ,MicroProse  ,,,,,,,
PS,65,tbd,2000.0,Sports,EA Sports  ,EA Sports  ,,,,,,,
DS,65,7.0,2009.0,Role-Playing,Activision  ,n-Space  ,,,0.16,0.03,,0.02,0.2
NS,65,tbd,,Shooter,Unknown  ,Taito  ,,,,,,,
PC,65,5.6,2018.0,Adventure,Aspyr  ,PolyKnight Games  ,,,,,,,
DS,65,tbd,2008.0,Sports,Aksys Games  ,Million  ,,,0.13,,,0.01,0.14
PC,65,5.7,2020.0,Adventure,Bandai Namco  ,DONTNOD Entertainment  ,,,,,,,
XOne,65,6.2,2020.0,Action-Adventure,Deep Silver  , 5 Lives Studios  ,,,,,,,
DS,65,6.8,2008.0,Simulation,Electronic Arts  ,Foundation 9  ,7.2,,0.66,0.3,0.0,0.1,1.07
PS2,65,5.6,2002.0,Shooter,Eidos Interactive  ,Zoom Inc.  ,6.6,,0.05,0.04,0.17,0.01,0.28
X360,65,8.0,2011.0,Action,Tecmo Koei  ,Omega Force  ,6.5,,0.11,0.03,0.02,0.01,0.18
PC,65,5.0,2016.0,Action,Ubisoft  ,Ubisoft Montpellier  ,,,,,,,
PC,65,6.8,2007.0,Role-Playing,SouthPeak Interactive  ,Reality Pump  ,7.4,,,0.02,,,0.02
PC,50,5.4,2007.0,Role-Playing,SouthPeak Interactive  ,Reality Pump  ,7.4,,,0.02,,,0.02
PC,65,8.0,2006.0,Platform,Activision  ,Beenox  ,6.7,,,,,,
WiiU,65,7.8,2016.0,Sports,Nintendo  ,Sega Sports R&D  ,,,0.1,0.23,0.13,0.03,0.49
X360,65,7.2,2006.0,Racing,THQ  ,Rainbow Studios  ,7.0,,0.22,0.01,,0.02,0.25
X360,50,5.0,2006.0,Racing,THQ  ,Rainbow Studios  ,7.0,,0.22,0.01,,0.02,0.25
XOne,65,tbd,,Puzzle,Unknown  ,Moondrop  ,,,,,,,
PC,65,6.2,2008.0,Shooter,Touchstone  ,Propaganda Games  ,,,,0.01,,0.0,0.01
PSP,65,tbd,2008.0,Puzzle,Agetec  ,Irem Software Engineering  ,,,0.02,,,0.0,0.02
XB,65,7.3,2005.0,Action,Electronic Arts  ,Eurocom Entertainment Software  ,,,0.16,0.04,,0.01,0.21
XOne,65,4.0,2019.0,Role-Playing,Electronic Arts  ,BioWare Corp.  ,,,,,,,
XOne,65,5.0,2019.0,Racing,Three Fields Entertainment  ,Three Fields Entertainment  ,,,,,,,
PS2,65,8.6,2004.0,Action,Ubisoft  ,Unknown  ,,,0.13,0.1,,0.03,0.27
XB,65,7.4,2004.0,Fighting,Bandai  ,Black Ship Games  ,,,0.01,0.0,,0.0,0.02
GBA,65,7.9,2004.0,Platform,Activision  ,Digital Eclipse  ,7.0,,0.76,0.28,,0.02,1.06
PS2,65,8.3,2004.0,Action,Gathering of Developers  ,Illusion Softworks  ,6.5,,0.34,0.27,,0.09,0.7
PC,65,6.4,2003.0,Adventure,Viva Media  ,Frogwares  ,,,,,,,
XB,65,8.1,2003.0,Fighting,Capcom  ,Capcom  ,,,0.09,0.03,0.01,0.0,0.14
PS2,65,8.1,2002.0,Shooter,LucasArts  ,LucasArts  ,,,0.53,0.42,,0.14,1.09
GBA,65,tbd,2002.0,Shooter,Universal Interactive  ,Digital Eclipse  ,,,0.03,0.01,,0.0,0.04
PS5,65,7.1,,Action-Adventure,Unknown  ,Lince Works  ,,,,,,,
3DS,65,6.7,2011.0,Racing,Electronic Arts  ,Firebrand Games  ,,,0.09,0.09,,0.02,0.19
Wii,65,7.5,2007.0,Misc,Electronic Arts  ,EA Los Angeles  ,6.5,,0.52,0.75,,0.16,1.43
DS,65,6.3,2007.0,Shooter,Majesco  ,Coyote Console  ,,,0.06,0.0,,0.0,0.07
DS,65,8.3,2008.0,Sports,Sega  ,Sumo Digital  ,6.2,,0.29,0.37,,0.08,0.74
PS2,65,tbd,2005.0,Misc,Ubisoft  ,Artificial Mind and Movement  ,,,0.02,0.01,,0.0,0.04
PC,65,8.7,2004.0,Shooter,Sierra Entertainment  ,Turtle Rock Studios  ,6.8,,,0.0,,0.0,0.0
PSP,65,8.1,2011.0,Role-Playing,NIS America  ,Nippon Ichi Software  ,7.2,,0.06,,0.03,0.01,0.1
PC,65,6.1,2014.0,Role-Playing,Kiss  ,Pyrodactyl  ,,,,,,,
PC,65,7.2,2008.0,Strategy,Paradox Interactive   ,BattleGoat Studios  ,,,,,,,
PC,65,6.2,2009.0,Action,LucasArts  ,LucasArts  ,,,,,,,
PC,65,4.7,,Strategy,Unknown  ,DotEmu  ,,,,,,,
X360,65,6.9,2009.0,Adventure,Electronic Arts  ,EA Redwood Shores  ,6.2,,0.47,0.23,0.01,0.08,0.79
NS,65,tbd,,Action,Unknown  ,Digital Illusions  ,,,,,,,
XOne,65,tbd,2019.0,Puzzle,Punk Notion  ,Cubeish Games  ,,,,,,,
PC,65,7.1,2019.0,Action-Adventure,Paranoid Productions  ,Paranoid Productions  ,,,,,,,
PS4,65,4.2,2019.0,Shooter,U&I Entertainment  ,Rebellion Games  ,,,,,,,
XOne,65,5.6,2019.0,Action,Bandai Namco Entertainment  ,Ganbarion  ,,,,,,,
NS,65,6.6,2017.0,Action,Square Enix  ,Tozai Games  ,,,,,,,
PC,65,6.5,,Shooter,Unknown  ,Ubisoft  ,,,,,,,
PS4,65,6.3,2017.0,Racing,THQ Nordic  ,2XL Games  ,,,0.02,,,0.01,0.03
XOne,65,tbd,2016.0,Strategy,Soedesco  ,Abbey Games  ,,,,,,,
PC,65,7.4,2013.0,Misc,Unknown  ,Unknown  ,,,,,,,
PS3,65,7.3,2008.0,Action,Sega  ,The Creative Assembly  ,6.6,,0.14,0.18,,0.07,0.38
PSP,65,8.2,2007.0,Fighting,Atari  ,Dimps Corporation  ,7.2,,0.19,0.09,0.08,0.07,0.43
Wii,65,7.0,2006.0,Racing,THQ  ,Rainbow Studios  ,,,0.83,0.03,,0.07,0.92
PSP,65,7.3,2005.0,Simulation,Electronic Arts  ,Maxis  ,6.2,,0.49,0.56,,0.33,1.38
XB,65,7.9,2005.0,Adventure,Buena Vista  ,Capcom  ,,,0.06,0.02,,0.0,0.09
PS2,65,8.5,2003.0,Role-Playing,Agetec  ,Kuusou Kagaku  ,,,0.06,0.05,,0.02,0.13
PC,65,tbd,2000.0,Sports,EA Sports  ,Headgate Studios  ,,,,,,,
PS2,65,7.9,2003.0,Action,Capcom  ,Capcom Production Studio 6  ,6.2,,0.15,0.12,,0.04,0.3
X360,65,6.9,2008.0,Racing,THQ  ,2XL Games  ,5.0,,0.12,0.06,,0.02,0.2
PS4,65,6.4,2015.0,Racing,Codemasters  ,Codemasters Birmingham  ,,,0.1,0.45,0.04,0.1,0.68
PS3,65,7.3,2012.0,Adventure,Focus Home Interactive  ,Frogwares  ,,,0.05,0.15,,0.04,0.24
X360,65,3.3,2007.0,Shooter,Eidos Interactive  ,IO Interactive  ,6.8,,0.36,0.31,0.01,0.08,0.76
Wii,65,7.9,2008.0,Role-Playing,KOEI  ,ArtePiazza  ,6.4,,0.08,0.0,0.01,0.01,0.1
DS,65,tbd,2008.0,Sports,2K Sports  ,Pam Development  ,,,0.11,0.02,,0.01,0.14
PS3,65,6.9,2013.0,Misc,Namco Networks America Inc.  ,Unknown  ,,,,,,,
Wii,65,5.2,2010.0,Misc,Electronic Arts  ,Electronic Arts  ,,,0.23,0.42,,0.07,0.73
PC,65,tbd,2018.0,Action-Adventure,3rd Eye Studios  ,3rd Eye Studios  ,,,,,,,
PSP,65,tbd,2007.0,Puzzle,Capcom  ,Capcom  ,7.4,,0.01,0.0,,0.0,0.01
PC,65,7.7,2020.0,Sports,Big Ben Interactive  ,Big Ant Studios  ,,,,,,,
PC,65,4.6,2009.0,Puzzle,Capcom  ,Proper Games  ,,,,,,,
XB,65,8.8,2003.0,Sports,Microsoft Game Studios  ,Microsoft Game Studios  ,,,0.08,0.02,,0.0,0.11
PC,65,7.6,2003.0,Shooter,Majesco  ,Terminal Reality  ,,,,0.0,,0.0,0.0
PS2,65,6.7,2003.0,Shooter,Capcom  ,Cavia Inc.  ,6.7,,0.17,0.13,,0.04,0.35
XB,65,8.3,2002.0,Shooter,Gotham Games  ,Pivotal Games  ,,,0.48,0.37,,0.02,0.87
PS2,65,8.6,2002.0,Platform,Atari  ,Blitz Games  ,5.5,,0.08,0.06,,0.02,0.16
XB,65,6.5,2002.0,Fighting,Acclaim Entertainment  ,Acclaim Studios Salt Lake City  ,,,0.1,0.03,,0.0,0.14
GBA,65,7.8,2002.0,Shooter,Majesco  ,Graphic State  ,6.8,,0.03,0.01,,0.0,0.04
PS2,65,7.7,2001.0,Shooter,Namco  ,Wow Entertainment  ,6.4,,0.07,0.05,,0.02,0.14
DC,65,8.4,2001.0,Sports,Midway Games  ,Eurocom Entertainment Software  ,6.6,,,,,,
PS2,65,tbd,2000.0,Sports,Take-Two Interactive  ,"ASK Co. Ltd., Ornith  ",,,0.13,0.1,,0.04,0.27
N64,65,7.4,1998.0,Platform,Nintendo  ,Nintendo EAD  ,,,1.29,0.53,0.98,0.05,2.85
WiiU,65,7.0,2013.0,Party,Nintendo  ,"Nd Cube Co., Ltd.  ",6.6,,0.3,0.66,0.84,0.08,1.88
PC,65,6.0,2011.0,Role-Playing,Electronic Arts  ,Maxis  ,6.6,,0.07,0.03,,0.01,0.11
PC,65,6.4,,Puzzle,Unknown  ,A Brave Plan  ,,,,,,,
X360,65,7.4,2007.0,Simulation,Konami  ,Bemani  ,,,0.46,0.0,,0.04,0.5
PS4,65,4.3,2019.0,Action,Team17 Digital Ltd  ,Radiation Blue  ,,,,,,,
WiiU,65,7.2,2013.0,Puzzle,Nintendo  ,Nintendo  ,,,,,,,
X360,65,7.4,2007.0,Simulation,Sega  ,From Software  ,6.5,,0.19,0.01,0.03,0.02,0.25
NS,65,6.9,2019.0,Fighting,Arc System Works  ,Arc System Works  ,,,,,,,
PS3,65,7.3,2008.0,Racing,EA Sports  ,EA Tiburon  ,,,0.22,0.01,,0.02,0.25
GBA,65,tbd,2006.0,Role-Playing,O3 Entertainment  ,Sabarasa Entertainment  ,6.6,,,,,,
NS,65,7.0,2019.0,Action-Adventure,Hi-Bit Studios  , Hi-Bit Studios  ,,,,,,,
PS4,65,6.1,2017.0,Music,Sony Interactive Entertainment  ,SIE London Studio  ,,,0.04,0.15,,0.03,0.23
PS4,65,6.5,2018.0,Action,Neocore Games  ,Neocore Games  ,,,0.02,,,0.0,0.02
Wii,65,7.6,2009.0,Action,Namco Bandai  ,Bandai Namco Games  ,6.1,8.0,0.12,0.03,0.03,0.02,0.2
PS3,65,8.2,2014.0,Visual Novel,NIS America  ,Sting  ,,,0.07,0.01,0.06,0.02,0.15
DS,65,6.3,2009.0,Misc,Activision  ,Vicarious Visions  ,6.3,,0.22,0.19,,0.05,0.45
PC,65,8.1,,Strategy,Unknown  ,Mothership Entertainment  ,,,,,,,
PC,65,4.9,2018.0,Racing,Iceberg Interactive  ,Cybernetic Walrus  ,,,,,,,
PS2,65,8.8,2005.0,Adventure,DreamCatcher Interactive  ,Hydravision Entertainment  ,6.8,,0.03,0.03,,0.01,0.07
Wii,65,8.7,2010.0,Action,Capcom  ,Capcom  ,6.0,,0.06,0.02,0.2,0.01,0.29
PS2,65,8.2,2007.0,Action,Activision  ,Beenox  ,,,0.05,0.04,,0.01,0.1
X360,65,6.5,2007.0,Action,Sierra Entertainment  ,Radical Entertainment  ,6.6,,0.27,0.02,,0.02,0.32
PC,65,4.4,2007.0,Sports,Electronic Arts  ,Electronic Arts  ,,,,0.01,,0.0,0.01
PS2,65,6.2,2003.0,Action,Acclaim Entertainment  ,Acclaim Entertainment  ,,,0.06,0.05,,0.02,0.12
PC,65,7.7,2001.0,Action,Electronic Arts  ,KnowWonder  ,,,0.01,0.04,,0.01,0.06
PS2,65,8.0,2001.0,Platform,Conspiracy Entertainment  ,"Treasure Co., Ltd.  ",,,0.02,0.02,,0.01,0.05
DC,65,7.3,2000.0,Racing,Climax Entertainment  ,Climax Entertainment  ,6.1,,,,,,
DC,65,8.0,2000.0,Racing,Eidos Interactive  ,Crystal Dynamics  ,,,,,,,
PS3,65,6.3,2009.0,Action,Namco Bandai  ,Namco Bandai Games  ,6.5,,0.12,0.05,,0.03,0.2
XOne,65,5.8,2016.0,Action,TinyBuild Games  ,QUICKTEQUILA  ,,,,,,,
XOne,65,5.6,2013.0,Sports,Microsoft Studios  ,Zoe Mode  ,,,,,,,
PS4,65,4.7,2018.0,Action-Adventure,Square Enix  ,Avalanche Studios  ,,,0.18,0.26,0.03,0.09,0.56
PS3,65,6.9,2011.0,Fighting,Namco  ,Namco Bandai Games  ,4.0,,0.21,0.07,0.04,0.04,0.36
X360,65,6.1,2012.0,Misc,Disney Interactive Studios  ,Unknown  ,,,,0.0,,0.0,0.0
PSV,65,8.1,2015.0,Action,Sony Computer Entertainment  ,Capcom  ,,,0.0,0.04,0.08,0.01,0.13
PC,65,7.4,2012.0,Simulation,Focus Home Interactive  ,Giants Software  ,,,,0.82,,0.1,0.91
PC,65,7.6,2008.0,Strategy,Namco Bandai  ,Black Hole Entertainment  ,,,,0.01,,0.0,0.01
PC,65,5.6,2005.0,Shooter,NovaLogic  ,NovaLogic  ,,,,,,,
PC,65,7.7,2014.0,Action,Digital Confectioners  ,Digital Confectioners  ,,,,,,,
NS,65,7.2,2018.0,Action,THQ Nordic  ,Iron Lore Entertainment  ,,,0.01,,,0.0,0.01
PS3,65,7.4,2010.0,Action,Activision  ,Bizarre Creations  ,6.2,,0.18,0.37,0.02,0.12,0.7
Wii,65,8.0,2011.0,Adventure,Nintendo  ,Big Fish Games  ,6.3,,0.17,0.13,,0.03,0.33
NS,65,7.3,,Action,Unknown  ,Nanafushi  ,,,,,,,
PC,65,4.6,2006.0,Simulation,Ubisoft  ,Ubisoft Romania  ,6.9,,0.03,0.0,,0.0,0.03
PS2,65,7.9,2004.0,Shooter,Global Star Software  ,Climax Group  ,,,0.04,0.03,,0.01,0.07
PS2,65,tbd,2004.0,Simulation,KOEI  ,Micro Cabin  ,,,0.03,0.02,,0.01,0.05
PC,65,7.4,2003.0,Strategy,Strategy First  ,Strategy First  ,,,,,,,
PS,65,7.8,2001.0,Platform,Capcom  ,Capcom  ,,,0.14,0.1,0.16,0.03,0.42
PS2,65,tbd,2001.0,Sports,Konami  ,Farsight Technologies  ,,,0.04,0.03,,0.01,0.08
GBA,65,8.0,2001.0,Puzzle,THQ  ,3d6 Games  ,,,1.25,0.39,,0.06,1.71
PS,65,tbd,2000.0,Sports,Crave Entertainment  ,Shaba Games  ,,,0.26,0.17,,0.03,0.46
PC,65,7.1,2000.0,Action,Sierra Entertainment  ,Rewolf Software  ,,,,,,,
PSV,65,7.4,2016.0,Role-Playing,Idea Factory  ,Compile Heart  ,,,0.04,0.01,0.07,0.02,0.13
DS,65,8.2,2008.0,Role-Playing,Atlus  ,Ninja Studio  ,6.9,,0.05,,,0.0,0.06
DS,65,tbd,2008.0,Action,Activision  ,Vicarious Visions  ,6.3,,0.11,0.01,,0.01,0.13
DS,65,tbd,2007.0,Role-Playing,D3 Publisher  ,MTO  ,,,0.0,,,0.0,0.0
PS2,65,8.6,2008.0,Role-Playing,Atlus  ,Flight-Plan  ,,,0.07,0.05,,0.02,0.14
PC,65,8.2,2004.0,Strategy,Atari  ,TimeGate Studios  ,,,,,,,
PC,65,6.9,2013.0,Misc,Daedalic Entertainment  ,Unknown  ,,,,,,,
PS3,65,6.2,2008.0,Racing,Capcom  ,MileStone Inc.  ,,,0.07,0.24,,0.08,0.39
NS,65,7.0,,Platform,Unknown  ,Merge Games  ,,,,,,,
DS,65,7.1,2005.0,Puzzle,Namco  ,Namco  ,,,0.05,0.0,,0.0,0.06
NS,65,6.4,2018.0,Action-Adventure,Casual Bit Games  ,Casual Bit Games Inc.  ,,,,,,,
PS3,65,7.3,2014.0,Role-Playing,NIS America  ,Compile Heart  ,,,0.05,0.03,0.09,0.02,0.19
PC,65,6.3,2012.0,Misc,Misfits Attic  ,Misfits Attic  ,7.0,,,,,,
PS3,65,6.5,2008.0,Shooter,Activision  ,Treyarch  ,6.6,,0.43,0.51,0.02,0.19,1.14
Wii,65,5.8,2006.0,Action,THQ  ,Blue Tongue  ,,,0.04,0.0,,0.0,0.04
XB,65,tbd,2005.0,Platform,Namco  ,Blitz Games  ,,,0.11,0.04,,0.01,0.15
PC,65,5.0,2021.0,Role-Playing,Deep Silver  ,1C Entertainment  ,,,,,,,
PS4,65,4.0,2018.0,Action,Tecmo Koei  ,Omega Force  ,,,0.1,0.06,0.17,0.03,0.37
PS4,65,6.6,2014.0,Misc,XGen Studios  ,Unknown  ,,,,,,,
PS3,65,3.9,2010.0,Misc,Sony Computer Entertainment  ,SCEE London Studio  ,,,0.09,0.32,,0.11,0.52
PC,65,3.5,,Racing,Unknown  ,34BigThings srl  ,,,,,,,
3DS,65,6.7,2011.0,Shooter,Capcom  ,Capcom  ,6.3,,0.16,0.17,0.13,0.03,0.49
Wii,65,tbd,2009.0,Adventure,Destineer  ,Destineer  ,,,0.07,0.0,,0.01,0.08
PS4,65,6.5,2017.0,Misc,NIS America  ,Arc System Works  ,,,0.05,,0.0,0.01,0.06
XB,65,7.4,2003.0,Action,Acclaim Entertainment  ,Acclaim Entertainment  ,,,0.04,0.01,,0.0,0.05
PS4,65,tbd,,Shooter,Unknown  ,Taito  ,,,,,,,
PS3,65,4.7,2011.0,Simulation,Sony Computer Entertainment  ,SCEE London Studio  ,,,0.06,0.09,,0.03,0.18
PSP,65,7.4,2010.0,Action,Ubisoft  ,Quebec City  ,,,0.09,0.18,0.01,0.1,0.37
XOne,65,7.3,2015.0,Action,Team17 Software  ,Team17 Software  ,,,,,,,
Wii,65,7.2,2009.0,Simulation,Hudson Soft  ,Hudson Soft  ,,,0.06,0.03,,0.01,0.1
PS2,65,7.2,2004.0,Shooter,Sony Computer Entertainment  ,SCEA Bend Studio  ,,,0.37,0.29,,0.1,0.76
PC,65,3.7,2004.0,Strategy,Sierra Entertainment  ,Impressions Games  ,,,,,,,
XB,65,6.0,2003.0,Fighting,Microsoft Game Studios  ,Studio Gigante  ,,,0.21,0.06,,0.01,0.27
PC,65,8.0,2001.0,Strategy,Fishtank Interactive  ,Stormregion  ,,,,,,,
PC,65,7.5,2001.0,Sports,Microids  ,Microids  ,,,,,,,
PC,65,7.0,2011.0,Strategy,Big Sandwich Games  ,Big Sandwich Games  ,7.5,,,,,,
PSP,65,8.4,2006.0,Racing,THQ  ,Juice Games  ,6.6,,0.11,0.2,,0.12,0.42
DS,65,6.8,2008.0,Role-Playing,Majesco  ,Mistwalker Corporation / Artoon  ,,,0.02,,0.0,0.0,0.03
PSP,65,2.7,2005.0,Misc,Crave Entertainment  ,Point of View  ,7.0,,0.12,0.0,,0.01,0.14
XB,65,6.4,2004.0,Racing,Eidos Interactive  ,Climax Group  ,,,0.07,0.02,,0.0,0.09
DS,65,7.0,2005.0,Racing,Electronic Arts  ,Pocketeers  ,,,0.11,0.02,,0.01,0.13
PC,65,6.4,2007.0,Shooter,DreamCatcher Interactive  ,Mindware Studios  ,,,,,,,
NS,65,6.9,,Simulation,Unknown  ,Varsav Games Studio  ,,,,,,,
NS,65,6.6,2017.0,Action,Level 77  ,Blowfish Studios  ,,,,,,,
DS,65,8.0,2005.0,Adventure,Buena Vista  ,Griptonite Games  ,,,0.15,0.01,,0.01,0.18
XB,65,7.7,2006.0,Sports,EA Sports  ,EA Tiburon  ,,,0.11,0.03,,0.01,0.15
XOne,65,tbd,2016.0,Puzzle,10tons Ltd  ,10tons Ltd  ,,,,,,,
PS2,65,8.8,2005.0,Adventure,Buena Vista  ,Capcom  ,,,0.17,0.13,,0.04,0.34
XOne,65,7.0,2019.0,Role-Playing,Deep Silver  ,Nine Dots Studio  ,,,,,,,
DS,65,tbd,2007.0,Platform,Agetec  ,From Software  ,,,0.01,0.0,,0.0,0.02
Wii,65,8.1,2010.0,Adventure,Deep Silver  ,Fusionsphere Systems / Animation Arts  ,,,0.04,0.01,,0.0,0.06
PC,65,7.2,2008.0,Adventure,Encore  ,Kheops Studio  ,,,,,,,
PC,65,5.2,2010.0,Shooter,Ignition Entertainment  ,Zombie Studios  ,,,,,,,
PC,65,7.1,2016.0,Adventure,Bigben Interactive  ,Bigben Interactive  ,,,,0.02,,0.0,0.02
PS4,65,6.3,2019.0,Action-Adventure,Lionsgate Games  ,Bloober Team  ,,,,,,,
PC,65,5.6,2019.0,Shooter,Devolver Digital  ,From Software  ,,,,,,,
XOne,65,6.3,2019.0,Racing,Milestone S.r.l.  ,Milestone S.r.l.  ,,,,,,,
PS4,65,tbd,2019.0,Strategy,Perp Games  ,Triangular Pixels  ,,,,,,,
NS,65,7.2,2017.0,Platform,Curve Digital  ,No Brakes Games  ,,,,,,,
PC,65,1.8,2005.0,Shooter,LucasArts  ,Pandemic Studios  ,,,0.03,0.14,,0.02,0.18
PC,65,7.8,2015.0,Misc,Unknown  ,Unknown  ,,,,0.01,,0.0,0.02
PS3,65,6.6,2011.0,Misc,THQ  ,TBA  ,,,0.04,0.07,,0.02,0.14
PS2,65,7.7,2003.0,Sports,Acclaim Entertainment  ,Acclaim Studios Cheltenham  ,,,0.14,0.11,,0.04,0.28
PS2,65,8.6,2002.0,Shooter,Sega  ,"Ikusabune Inc. / Positron Co., Ltd  ",,,0.09,0.07,,0.02,0.19
PS2,65,8.8,2002.0,Misc,Eidos Interactive  ,Desert Productions  ,,,0.03,0.02,,0.01,0.06
PC,65,6.9,2002.0,Adventure,Simon & Schuster Interactive  ,Boston Animation  ,,,,,,,
PS,65,7.3,2001.0,Platform,Sony Computer Entertainment  ,Artificial Mind and Movement  ,,,0.31,0.21,,0.04,0.56
PS2,65,8.2,2001.0,Simulation,Eidos Interactive  ,Core Design Ltd.  ,,,0.17,0.13,,0.04,0.34
3DS,64,6.2,2014.0,Platform,Nintendo  ,Arzest  ,,,0.51,0.74,0.29,0.11,1.66
PS3,64,7.0,2010.0,Role-Playing,Sega  ,Obsidian Entertainment  ,,,0.19,0.17,,0.07,0.43
XOne,64,6.2,2015.0,Racing,Codemasters  ,Codemasters Birmingham  ,,,0.09,0.15,,0.02,0.25
PS3,64,5.4,2010.0,Misc,Electronic Arts  ,Electronic Arts  ,,,0.16,0.17,,0.06,0.39
DS,64,7.3,2007.0,Puzzle,Eidos Interactive  ,GameLab / PlayFirst  ,,,0.33,0.02,,0.03,0.38
PC,64,6.8,2009.0,Adventure,Deep Silver  ,Fusionsphere Systems / Animation Arts  ,,,,0.03,,0.0,0.04
XB,64,7.2,2004.0,Platform,VU Games  ,Eurocom Entertainment Software  ,,,0.11,0.03,,0.01,0.14
GBA,64,7.9,2003.0,Strategy,Capcom  ,Capcom  ,,,0.06,0.02,,0.0,0.08
NS,64,6.8,2020.0,Sports,Big Ben Interactive  ,Big Ant Studios  ,,,,,,,
PC,64,5.8,2012.0,Strategy,Paradox Interactive   ,Turbo Tape Games  ,,,,0.0,,0.0,0.0
Wii,64,8.4,2011.0,Misc,Namco Bandai  ,Namco Bandai Games  ,7.0,,0.42,0.66,0.33,0.13,1.54
NS,64,6.4,2017.0,Racing,Microids  ,Eden Games  ,6.1,,0.1,0.03,0.01,0.01,0.15
PSP,64,6.0,2007.0,Misc,Atari  ,Stainless Games  ,,,0.08,,,0.01,0.09
Wii,64,7.7,2011.0,Shooter,Sega  ,High Voltage Software  ,6.3,,0.07,0.04,,0.01,0.12
DS,64,7.7,2005.0,Strategy,Ubisoft  ,Ubisoft Montreal  ,5.6,,0.1,0.01,,0.01,0.12
NS,64,5.7,2019.0,Action,Aspyr  ,Aspyr  ,,,,,,,
PS4,64,6.7,2020.0,Adventure,Maple Whispering Limited  ,Ion Lands  ,,,,,,,
PC,64,7.1,2017.0,Shooter,Maximum Games  ,Expansive Worlds  ,,,,0.01,,0.0,0.01
PS2,64,3.9,2004.0,Role-Playing,Interplay  ,Interplay  ,,,0.03,0.03,,0.01,0.07
PC,64,7.7,2002.0,Strategy,3DO  ,New World Computing  ,,,,,,,
PS2,64,tbd,2001.0,Shooter,Konami  ,Konami Computer Entertainment Tokyo  ,,,0.09,0.07,,0.02,0.19
